"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
965094,247659,13436,853723,464382,665726,965072,63364,200116,442570,123077,396490,543487,926043,331401,200093,184416,710381,166214,366875,322161,106425,655573,624706,729158,750450,782119,910337,220499,217341,332834
645605,380824,76933,190961,843241,880383,71301,462956,720642,803742,824280,931305,869914,873289,393568,258993,693800,301693,450491,932094,730550,202345,495425,955141,759867,524731,898644,386696,701672,212609,731419
285145,12767,828362,124665,422905,189,251915,144463,912614,177879,912363,69041,438428,372388,758423,706556,101680,472395,647041,134735,817302,526638,329973,648087,823395,689471,526708,373072,814777,534014,167761
341832,147689,870647,427183,14027,115607,279389,508047,234944,589298,503785,760745,285999,311746,771421,953903,605672,67340,132285,430181,357788,199026,94365,481803,272778,910639,90192,930593,77400,681644,164179
642551,650167,713170,654854,780981,109669,668789,187522,411543,583214,375129,111803,542130,560031,849448,218835,882589,253155,650520,215912,177172,982018,808262,978766,528201,504612,545945,368516,184859,775348,506013
964411,642310,698797,668607,928788,887365,479018,979913,163756,677468,882040,844916,680307,27083,237175,987281,665850,175249,545074,109047,646667,415109,605930,914113,900708,190027,175538,586395,774890,765359,245844
734652,842096,397531,975872,898662,497393,489874,194653,105128,898478,967199,307917,33153,626711,94875,555404,89088,270859,66246,184248,318173,70527,774958,207158,87262,335696,300144,499165,405006,860494,840179
383894,835061,20686,876596,442175,231595,253269,755652,504190,33394,689210,406663,571231,822426,96513,988887,511887,113080,331436,541577,149447,941718,57621,955244,718774,795315,277531,988323,499802,972488,54121
343833,187977,887558,944068,277565,159280,299751,883515,843925,826072,399175,829262,436327,266758,555424,875910,428266,380174,235506,650681,769215,444763,10273,694289,308238,931410,464533,789238,669169,471645,281145
833026,109266,392057,424083,319968,170666,1237,40530,700432,290152,819727,189406,68681,296033,696057,332399,628983,165094,450601,750840,716786,516882,941307,160527,273227,775281,498330,260793,806988,748791,522600
224171,760526,884313,553084,494549,147546,930876,621077,672405,757638,472352,206852,725683,849968,734032,851350,388355,499821,122049,766451,757995,412064,630587,881953,3672,230300,925977,623095,913434,960409,359107
353062,535617,999498,419688,464063,757016,325792,118188,795576,777994,444447,171557,764392,337484,555320,263541,112279,427572,670060,698258,249355,242251,622138,486096,978425,228968,439750,88887,177346,498211,666066
211101,852733,593660,489940,170979,709142,696907,124213,159586,869416,156670,324221,620933,983951,570048,642829,382019,116987,541228,922919,332260,895334,650425,624113,420375,379970,177766,568682,299637,455992,305282
533464,17994,850971,331512,618955,583370,891937,211870,261199,517141,539872,81750,155266,289796,397646,193171,408149,223478,373544,807211,920282,298484,748738,276956,890227,87780,292185,365971,390516,139645,692895
264570,197592,457345,385909,118567,844072,699272,421552,83593,464046,962899,541116,635800,161490,192124,118013,543555,807792,781741,568348,724906,979834,964796,318944,151761,107137,881831,933462,56811,209920,168252
996137,81174,805841,588591,135734,298978,40676,474715,934659,367908,964609,160972,501459,115361,518873,941727,870057,76832,371353,708622,85110,485048,265199,266796,503998,227033,972935,555747,782568,778407,812471
407963,861005,629643,655128,402241,591645,490572,686542,266401,676771,924867,744864,35298,707807,220861,168086,133035,863418,511599,130465,549762,854966,44320,190332,765181,546355,296909,356534,902293,688483,548992
316062,754589,951606,204625,734168,941245,50495,65443,930488,871530,897034,942495,385028,919979,227910,4254,912053,506532,796257,404151,773325,946291,83013,808438,697130,966763,593775,933963,967185,118973,861138
406130,590600,43014,249342,413734,452556,650628,429975,168925,485385,401463,64632,967940,945060,59488,393466,377230,171669,189320,711057,743452,271128,238839,253767,591282,659790,493366,206461,298426,217357,139309
444568,135139,352071,27904,23046,789817,719366,276535,670092,643027,552342,98097,419643,974170,277750,133200,125853,941907,444976,329103,817061,640841,8243,448664,918932,61492,372354,406411,46545,733164,536358
613159,959833,392066,479556,399366,146267,687158,398314,853655,4421,827720,787597,49280,520354,244596,75103,278557,924799,632091,642920,118291,680362,854989,447959,198886,488397,618923,625996,420851,643372,542805
383537,366411,962433,137579,76774,291216,278846,154599,225357,194532,936196,164026,734980,317213,547185,984462,702379,486925,87166,85791,659173,268042,84945,651730,774193,149611,931202,176434,431294,261835,109816
296207,645751,762116,382013,515226,684764,966256,574341,990724,768221,857329,569251,797448,819592,155264,403536,77622,321632,61129,617108,756199,780250,73758,280658,173882,273841,288212,922842,751998,72041,709834
126283,773158,191469,70843,798433,295643,498641,878401,951712,714167,621140,922661,914578,568651,244151,285883,940087,11704,346979,457061,101166,258617,766995,402818,166184,836447,697187,283735,926753,384474,875332
65222,542565,611711,271056,72744,692902,593162,350031,923434,528070,208717,693551,646653,207463,338394,962041,978666,464066,576949,776040,840094,308925,9024,767832,601975,242499,201522,141402,838043,887397,585236
215681,780989,912081,926743,719373,324522,179095,931314,334601,977555,564553,552661,308128,483804,570025,254116,469959,996933,160503,501507,317705,263974,207273,422706,449867,314419,483590,446222,369803,249668,511178
805952,756998,980023,376928,19950,784800,639352,225104,325740,378170,867974,821267,893720,355112,445823,182815,794696,976333,170026,276546,385489,273959,339023,302973,356134,927294,506070,818434,304640,157140,249393
410441,545416,35543,552329,628429,321145,207260,278992,895551,197313,876001,466753,601809,450416,108837,363366,330778,529022,594890,992956,688119,416531,883251,622660,753604,758385,859260,548536,682342,765339,160837
340449,941841,796850,317372,8178,174679,470608,551024,70102,823536,745507,183490,36004,917219,384863,402168,735485,639026,942001,782588,689579,97310,885900,916980,861589,640756,888198,625312,178739,482894,943731
295923,408255,328301,604126,90531,186926,391690,337636,405713,946238,597653,309645,635301,576043,803991,841980,706285,558972,65740,628292,32899,701749,307599,606544,53072,110652,198631,957306,330915,692258,940046
956222,743481,6836,330537,607273,246250,331494,506745,808279,968567,160177,29022,209588,602085,181043,132267,680980,623689,267744,309605,861473,441757,968628,194660,825885,272972,608524,512545,277637,575313,11966
558649,73296,210169,183492,674181,622334,205607,520000,148114,972975,654964,691028,734530,875450,889086,172818,171147,511415,479430,197773,970961,461064,278147,526390,214677,585214,822520,992147,100891,383651,825362
170428,964885,468763,875101,153688,121376,95908,300082,501276,599826,65002,996899,103132,843689,821018,591852,596700,405206,820690,301019,524684,192444,4647,192939,338331,282887,738752,28633,717196,507357,497581
402711,969320,22343,185350,104627,708388,646941,146798,652339,493787,315705,633782,412999,825218,8037,439489,564181,100953,585470,249054,582289,120775,469658,611108,983585,753560,693956,56365,689971,187290,595769
665356,289054,487463,922806,524445,727487,224402,16854,740423,158771,267528,182746,108886,459393,183955,949332,549569,690382,926003,181203,854413,987235,865489,578275,180013,317841,24094,92331,125466,647972,21589
533728,933579,605862,950511,111106,561816,657364,310929,186110,898922,114189,951723,666256,626127,43140,559008,675489,462452,210310,75448,187619,267158,150408,825038,112145,552078,118090,555806,328863,334404,131824
909983,787241,191311,191406,388636,892883,846371,691751,741582,562895,846393,420062,993451,603136,743761,10411,954076,569592,981219,197082,577918,697410,609074,865676,59864,33231,830031,631346,876000,770982,74037
365614,142468,742453,346307,244017,494232,388977,539483,657106,545685,620264,89335,870279,980793,857884,561098,905500,601678,185051,386299,501077,574945,892203,697577,698132,213775,337307,958092,924544,377414,836575
257450,774884,741093,210051,908734,884123,901803,624808,152603,965527,633639,541747,713476,812969,328825,252352,803232,274985,202258,146499,102338,698018,348314,895931,546914,957034,324703,769547,201444,525848,418987
297319,476546,860046,516330,809301,797741,438969,414831,31075,996992,83936,910080,875647,268908,15436,119534,383296,622677,448251,533479,343801,156704,164935,427215,514532,819111,448696,737606,93848,504732,722564
89998,213683,86262,233750,248504,53106,133514,986737,351834,30103,940496,965720,930137,891254,407700,153694,542901,637899,747420,578153,854657,756300,36201,971793,149661,438621,100569,819468,353459,24866,158006
668526,84893,63285,891954,244104,495183,419892,898074,344705,558330,197807,968972,993743,335597,682718,647789,536159,485401,124637,363801,976580,787180,7621,169709,615936,866544,339528,282514,298576,434384,159804
991508,638543,652982,983567,392783,613777,923601,48615,224624,687148,626132,244446,942603,231403,921067,851851,622963,427035,26384,627203,325036,194789,242646,787176,739402,610815,20193,178570,923990,439095,713341
354159,393373,576421,13933,994020,181661,117518,853177,919890,328876,459819,319814,774041,866639,652231,499131,163836,59191,90936,384805,870959,857092,280995,557573,255663,624767,353101,146530,744015,947112,283317
712287,837766,582749,914343,468453,891783,910290,385860,450901,475077,819776,758008,317356,193146,386422,260511,972574,212756,545143,377957,994138,488538,814865,810156,372928,642466,387964,281849,540448,3629,244341
974907,541409,404001,734788,606016,597381,465698,840835,781855,299997,670595,31206,955820,388082,762173,620720,716778,79650,336417,646984,244949,348245,223886,435743,516424,287572,987103,941891,781693,810108,843961
893794,593371,28281,505468,117645,546569,468488,541520,180819,130489,339359,462975,481854,596662,476736,693940,924923,242621,471020,614053,851257,57199,748160,285191,757436,518293,825086,486823,912745,619295,750084
485642,626882,892390,22202,845839,439,757322,395288,452326,802051,414955,578166,829341,155036,172791,830855,189043,568841,482018,854108,812395,320374,526493,491602,350392,326540,336205,587326,119228,691993,194490
347003,47089,881401,371106,593911,244938,742558,559348,125135,564830,53268,505501,90765,285309,168424,921892,184440,982699,216845,574595,576531,566856,97950,559991,147306,200867,759463,781365,316107,182641,985594
526790,346170,283384,223987,15321,41892,868617,955803,403489,480538,539692,414815,523621,617861,840319,853401,832160,325554,378241,292655,18593,15484,374863,299118,232452,417760,169395,367636,690241,881388,581215
113512,44353,81867,809430,34221,467276,625648,56746,209479,993299,513090,684300,38234,549761,477773,731321,528929,438430,204285,421639,26578,766000,969595,214175,380754,877873,864076,824304,774732,304578,546660
227920,856796,127117,771444,17064,189167,619290,497633,888904,115971,384697,489293,177150,805986,87674,368114,639811,539747,796848,107847,588377,740210,457126,925844,991206,914154,725644,664576,219305,652606,125756
857704,236473,551129,445638,167603,291489,626003,370256,484604,226073,856585,691189,980997,924768,493250,89819,585535,196689,406047,382116,643632,738463,353413,558525,321780,518062,130665,428260,920915,411155,268082
182260,317938,575628,413712,31325,474706,18451,697050,358737,485754,28470,765118,373740,859630,824116,307242,890704,871081,349433,636456,295385,395991,968845,243646,699957,914591,500023,208535,744560,23226,721483
98295,684854,128772,962490,456178,608485,760928,917467,377886,540233,805229,670280,585367,849798,618012,937346,772798,944255,706067,919995,646713,695860,98327,302928,141191,855461,580190,634245,525216,231611,250759
577276,956174,311719,353549,820687,577927,80295,215031,170824,348701,687543,768628,13184,425325,162379,942689,685568,676121,239970,190161,620921,328942,395125,303377,831854,424941,2940,654816,808004,25554,958744
419859,993175,204157,320750,260336,42639,38011,797436,886922,21946,615102,597000,577135,389113,959902,484111,582813,685324,172484,684863,665604,137651,955718,111782,376012,587041,532163,354264,436191,378926,470700
966786,706074,914617,369635,811768,373454,525085,996932,750134,520715,794059,424432,376087,845757,466151,400159,131869,199228,742900,284731,489006,672635,729337,292018,460359,533966,480748,125240,903381,622941,886809
62073,482344,609993,680824,763063,350544,367955,108015,337838,606912,518989,721065,859733,226038,159771,512828,565479,664379,618407,496371,742727,374616,752369,70450,558826,295449,751355,846642,760943,843401,402865
748405,147455,650956,581859,190831,772803,384753,479567,183805,71468,404447,843483,108238,781417,744524,810439,871733,898522,528701,929207,357388,396277,835887,901366,383168,327336,725778,861693,609782,879705,145727
872108,535060,359541,72980,783530,473541,963988,558809,259279,845408,200046,789749,587960,166581,671570,724792,554901,727248,121305,177032,886806,901650,756722,272673,901670,561079,96180,977760,614694,242110,75121
